control_ref,requirement_family,control_title,basic_applicability,significant_applicability,high_applicability,explanation,implementation_steps,legacy_41_2015_ref,iso_27001_ref,nist_sp_800_53_rev5_ref,parameters,related_controls,source_ref,source_sheet,source_row_start,source_row_end,source_confidence,human_review_status,reviewer,reviewed_at,notes
16.69,16,Fejlesztői biztonsági tesztelés és értékelés – Független ellenőrzés az értékelési tervek és bizonyítékok tekintetében,-,-,-,"A független személyek rendelkeznek képesítéssel - beleértve a szakértelmet, a készségeket, a képzést, a tanúsítványokat és a tapasztalatot -, hogy ellenőrizzék a fejlesztői biztonsági értékelési tervek helyes végrehajtását.","1. A szervezetnek ki kell választania egy független személyt, aki megfelel a meghatározott kritériumoknak. Ennek a személynek rendelkeznie kell a szükséges szakértelemmel, készségekkel, képzéssel, tanúsítványokkal és tapasztalattal, hogy ellenőrizni tudja a fejlesztői biztonsági-értékelési tervek helyes végrehajtását.
2. A szervezetnek biztosítania kell, hogy a független megbízott rendelkezzen az összes szükséges információval az ellenőrzési folyamat elvégzéséhez. Ez magában foglalja az EIR-el kapcsolatos adatokat, dokumentációkat, jelentéseket és egyéb releváns információkat.
3. A szervezetnek fel kell hatalmaznia a független megbízottat, hogy hozzáférhessen az összes szükséges információhoz. Ez magában foglalhatja a hozzáférési jogok, hitelesítő adatok és egyéb szükséges eszközök biztosítását.
4. A szervezetnek ellenőriznie kell, hogy a független megbízott megfelelően végzi-e az ellenőrzést. Ez magában foglalhatja a naplók, jelentések és egyéb bizonyítékok áttekintését, amelyek a tesztelés és értékelés során keletkeztek.
5. A szervezetnek értékelnie kell a független megbízott által végzett munkát, és szükség esetén intézkedéseket kell hoznia a folyamatok javítása érdekében. Ez magában foglalhatja a független megbízott visszajelzéseinek figyelembevételét, a biztonsági és értékelési tervek módosítását, valamint a további képzések és erőforrások biztosítását.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-11(3),Nincs meghatározandó paraméter.,"3.9. Szerepkör alapú biztonsági képzés
15.10. Sérülékenységmonitorozás és szkennelés",SRC-009,16,198,201,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.70,16,Fejlesztői biztonsági tesztelés és értékelés – Manuális kódellenőrzés,-,-,-,"A kézi kódellenőrzéseket általában az EIR-ek kritikus szoftver- és firmware-elemei számára tartják fenn. A kézi kódvizsgálatok hatékonyan azonosítják azokat a gyenge pontokat, amelyek az alkalmazás követelményeinek vagy kontextusának olyan ismeretét igénylik, amely a legtöbb esetben nem áll rendelkezésre az automatizált elemző eszközök és technikák, például a statikus és dinamikus elemzés számára. A kézi kódvizsgálat előnyei közé tartozik a hozzáférés-felügyeleti mátrixok ellenőrzése az alkalmazás ellenőrzésével, valamint a kriptográfiai implementációk és intézkedések részletes szempontjainak felülvizsgálata.","1. A szervezetnek meg kell határoznia, mely EIR, rendszerelem vagy rendszerszolgáltatás fejlesztőjének kell manuális kódellenőrzést végeznie bizonyos kódrészleteken.
2. A szervezetnek ki kell dolgoznia és be kell vezetnie egy folyamatot, eljárást vagy technikát, amelyet a fejlesztőknek követniük kell a manuális kódellenőrzés során.
3. A szervezetnek biztosítania kell, hogy a fejlesztők megfelelően képzettek és felkészültek a manuális kódellenőrzésre, és megértik a kódellenőrzési folyamatot és annak célját.
4. A szervezetnek naplót kell vezetnie a manuális kódellenőrzésekről, beleértve a kódellenőrzés időpontját, a kódellenőrzést végző személyt, az ellenőrzött kódrészletet és az ellenőrzés eredményét.
5. A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a manuális kódellenőrzési folyamatot, eljárást és technikát, hogy biztosítsa azok hatékonyságát és relevanciáját.
6. A szervezetnek biztosítania kell, hogy a manuális kódellenőrzés eredményei beépüljenek az EIR, rendszerelem vagy rendszerszolgáltatás fejlesztési folyamatába, és hogy a kódellenőrzés során azonosított problémákat megfelelően kezeljék és javítsák.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-11(4),"A követelményponthoz kapcsolódó szervezeti feladat a konkrét kód illetve a folyamatok, eljárások és technikák meghatározása",Nincs kapcsolódó követelménypont!,SRC-009,16,202,203,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.71,16,Fejlesztői biztonsági tesztelés és értékelés – Behatolásvizsgálat,-,-,-,"A behatolásvizsgálat olyan értékelési módszer, amelynek során az értékelők a rendelkezésre álló összes információtechnológiai termék- vagy rendszerdokumentációt felhasználva és meghatározott korlátok között dolgozva megpróbálják megkerülni az információtechnológiai termékek és EIR-ek beépített biztonsági tulajdonságait. A behatolásvizsgálatot végző értékelők számára hasznos információk közé tartoznak a termék- és rendszertervezési specifikációk, a forráskód, valamint a rendszergazdai és felhasználói kézikönyvek. A behatolásvizsgálat magában foglalhat white-box, gray-box vagy black-box vizsgálatokat, amelyek során az elemzéseket képzett szakemberek végzik, akik szimulálják a támadók tevékenységeit. A behatolásvizsgálat célja az EIR-ek, rendszerelemek és szolgáltatások olyan sebezhető pontjainak feltárása, amelyek végrehajtási hibákból, konfigurációs hibákból vagy egyéb működési gyengeségekből vagy hiányosságokból erednek. A behatolásvizsgálatokat automatizált és kézi kódvizsgálatokkal együtt lehet elvégezni, hogy a szokásosnál nagyobb szintű elemzést biztosítsanak. Ha a behatolásvizsgálat során felhasználói munkamenet-információkat és egyéb személyazonosításra alkalmas információkat fedeznek fel vagy rögzítenek, ezeket az információkat a vonatkozó adatvédelmi jogszabályoknak megfelelően kezelik.","1. A szervezetnek meg kell határoznia a vizsgálat szigorúságát, mélységét és terjedelmét. Ez magában foglalja a vizsgálat céljának, a vizsgálandó rendszerelemeknek és a vizsgálat során alkalmazandó módszereknek a meghatározását.
2. A szervezetnek meg kell határoznia a vizsgálat során alkalmazandó korlátozásokat. Ez magában foglalhatja a vizsgálat időtartamát, a vizsgálat során használható eszközöket és technikákat, valamint a vizsgálat során elérhető EIR erőforrásokat.
3. A szervezetnek fel kell kérnie az EIR fejlesztőjét, hogy végezze el a vizsgálatot a meghatározott szigorúság, mélység, terjedelem és korlátozások mellett.
4. A szervezetnek gondoskodnia kell arról, hogy a vizsgálat során keletkező naplókat megfelelően kezeljék. Ez magában foglalja a naplók biztonságos tárolását, a naplókban szereplő személyes adatok védelmét, valamint a naplók felülvizsgálatát a vizsgálat eredményeinek értékelése céljából.
5. A szervezetnek értékelnie kell a vizsgálat eredményeit, és meg kell határoznia a szükséges lépéseket az EIR-ben talált sebezhetőségek kezelésére. Ez magában foglalhatja a sebezhetőségek javítását, a biztonsági intézkedések megerősítését, vagy a vizsgálat során alkalmazott módszerek és technikák felülvizsgálatát.
6. A szervezetnek dokumentálnia kell a vizsgálat eredményeit és a korrekciós intézkedéseket, hogy bizonyítékot szolgáltasson a kiberbiztonsági követelményeknek való megfelelésről.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-11(5),Nincs meghatározandó paraméter.,"5.20. Behatolásvizsgálat (penetration testing)
1.15. Tesztelés, képzés és felügyelet
16.3.1. A rendszer fejlesztési életciklusa
18.2. Hibajavítás
18.39. Biztonsági funkciók ellenőrzése",SRC-009,16,204,207,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.72,16,Fejlesztői biztonsági tesztelés és értékelés – Támadási felület értékelések,-,-,-,"Az EIR-ek és rendszerelemek támadási felületei olyan védtelen területek, amelyek az EIR-eket sebezhetőbbé teszik a támadásokkal szemben. A támadási felületek magukban foglalnak minden olyan hozzáférhető területet, ahol a hardver-, szoftver- és firmware-elemek gyengeségei vagy hiányosságai lehetőséget nyújtanak a támadóknak a sebezhetőségek kihasználására. A támadási felület felülvizsgálata biztosítja, hogy a fejlesztők elemezzék az EIR-ek tervezési és végrehajtási változásait, és mérsékeljék a változások eredményeként keletkező támadási vektorokat. Az azonosított hibák kijavítása magában foglalja a nem biztonságos funkciók megszüntetését.","1. A szervezetnek meg kell követelnie az EIR, rendszerelem vagy rendszerszolgáltatás fejlesztőjétől, hogy végezze el az EIR támadási felületeire vonatkozó felülvizsgálatokat és értékeléseket.
2. A szervezetnek biztosítania kell, hogy a fejlesztők elemezzék a rendszertervezési és implementációs változásokat, és mérsékeljék a változások eredményeként keletkező támadási vektorokat.
3. A szervezetnek el kell végeznie a hibák korrekcióját, beleértve az nem biztonságos funkciók megszüntetését.
4. At szervezetnek dokumentálnia kell a felülvizsgálatokat és értékeléseket, valamint a hibák korrekcióját.
5. A szervezetnek rendszeres időközönként felül kell vizsgálnia és értékelnie kell az EIR támadási felületeit, hogy biztosítsa az EIR biztonságát és védelmét a támadásokkal szemben.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-11(6),Nincs meghatározandó paraméter.,"16.76.1. Fejlesztési folyamat, szabványok és eszközök",SRC-009,16,208,209,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.73,16,Fejlesztői biztonsági tesztelés és értékelés – Tesztelés és értékelés hatáskörének ellenőrzése,-,-,-,"Annak ellenőrzése, hogy a tesztelés és értékelés teljes mértékben lefedi-e az előírt követelményeket, az informális és a formális technikák széles skálájával végezhető el. E technikák mindegyike az elemzés formalizáltságának mértékének megfelelő, növekvő szintű biztonságot biztosít. Az intézkedések lefedettségének szigorú bizonyítása a legmagasabb szintű biztonsági biztosítékkal formális modellezési és elemzési technikákkal érhető el, beleértve az ellenőrzések végrehajtása és a megfelelő tesztesetek közötti korrelációt.","1. A szervezetnek először meg kell határoznia és dokumentálnia kell a tesztelési és értékelési hatókört és mélységet, amelyek a szükséges biztonsági követelményeket tartalmazzák.
2.A szervezetnek fel kell kérnie az EIR, rendszerelem vagy rendszerszolgáltatás fejlesztőjét, hogy ellenőrizze a tesztelés és értékelés terjedelmét.
3. Az ellenőrzés során a fejlesztőnek meg kell állapítania, hogy a tesztelés és értékelés teljes körű lefedettséget biztosít a szükséges biztonsági követelményekre.
4. Az ellenőrzési folyamat során a fejlesztőnek alkalmaznia kell különböző analitikai technikákat, amelyek terjedhetnek az informális módszerektől a formálisakig. Minél formálisabb az analízis, annál nagyobb a biztosított biztonsági szint.
5. A legmagasabb biztonsági szint eléréséhez a fejlesztőnek formális modellezési és analízis technikákat kell alkalmaznia, beleértve a biztonsgái intézkedések megvalósítása és a megfelelő tesztesetek közötti összefüggés vizsgálatát.
6. A szervezetnek naplót kell vezetnie az ellenőrzési folyamatról, hogy nyomon követhesse a fejlesztő által végzett munkát és ellenőrizhesse, hogy a tesztelés és értékelés megfelel-e a szükséges biztonsági követelményeknek.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-11(7),A követelményponthoz kapcsolódó szervezeti feladat az a tesztelésre és értékelésre vonatkozó hatókör és mélység meghatározása,"16.76.1. Fejlesztési folyamat, szabványok és eszközök",SRC-009,16,210,211,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.74,16,Fejlesztői biztonsági tesztelés és értékelés – Dinamikus kódelemzés,-,-,-,"A dinamikus kódelemzés a szoftverprogramok futásidejű ellenőrzését biztosítja olyan eszközökkel, amelyek képesek a programokat memóriakárosodás, felhasználói jogosultsági problémák és egyéb potenciális biztonsági problémák szempontjából figyelemmel kísérni. A dinamikus kódelemzés futásidejű eszközöket használ annak biztosítására, hogy a biztonsági funkciók a tervezett módon működjenek. A dinamikus elemzés egy típusa, az úgynevezett fuzz tesztelés, programhibákat idéz elő azáltal, hogy szándékosan rosszul formált vagy véletlenszerű adatokat juttat a szoftverprogramokba. A fuzz-tesztelési stratégiák az alkalmazások tervezett felhasználásából, valamint az alkalmazások funkcionális és tervezési specifikációiból származnak. A dinamikus kódelemzés hatókörének és a nyújtott biztosítéknak a megértéséhez a szervezetek fontolóra vehetik a kódlefedettség elemzését  (azaz annak ellenőrzését, hogy a kódot milyen mértékben tesztelték olyan mérőszámok segítségével, mint például a tesztelt alprogramok százalékos aránya vagy a tesztcsomag végrehajtása során meghívott programutasítások százalékos aránya) és/vagy a konkordanciaelemzést (azaz a szoftverkódban helytelenül szereplő szavak, például nem angol nyelvű szavak vagy becsmérlő kifejezések ellenőrzését).","1. A szervezetnek meg kell követelnie az EIR, rendszerelem vagy rendszerszolgáltatás fejlesztőjétől, hogy alkalmazzon dinamikus kódelemző eszközöket.
2. A fejlesztőnek ezeket az eszközöket kell használnia a gyakori hibák azonosítására. Ez magában foglalja a memóriakárosodással kapcsolatos -, felhasználói jogosultságok és egyéb potenciális biztonsági problémák monitorozását.
3. A fejlesztőnek alkalmaznia kell a fuzz tesztelést, amely szándékosan hibás vagy véletlenszerű adatokat vezet be a szoftverprogramokba, hogy felszínre hozza a program hibáit. A fuzz tesztelési stratégiákat az alkalmazások tervezett használatából és a funkcionális és tervezési specifikációkból kell levezetni.
4. A szervezetnek meg kell fontolnia a kódlefedettség elemzését is, amely azt ellenőrzi, mennyire tesztelték a kódot .
5. A szervezetnek el kell végeznie a konkordancia elemzést is, amely a szoftverkódban helytelenül elhelyezett szavakat ellenőrzi, például nem angol nyelvű szavakat vagy sértő kifejezéseket.
6. A szervezetnek dokumentálnia kell az elemzés eredményeit, beleértve a hibák azonosítását és a tesztelési folyamatokat. Ez a dokumentum segíthet az érintett szervezetnek a jövőbeni kiberbiztonsági problémák megelőzésében.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-11(8),Nincs meghatározandó paraméter.,Nincs kapcsolódó követelménypont!,SRC-009,16,212,213,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.75,16,Fejlesztői biztonsági tesztelés és értékelés – Interaktív alkalmazásbiztonsági tesztelés,-,-,-,"Az interaktív alkalmazásbiztonsági tesztelés a sebezhetőségek felderítésére szolgáló módszer, amely a tesztelés során futó alkalmazások megfigyelésével történik. Az eszközök használata a ténylegesen futó alkalmazások közvetlen méréseire támaszkodik, és a kódhoz, a felhasználói interakciókhoz, a könyvtárakhoz, a keretrendszerekhez, a backend-kapcsolatokhoz és a konfigurációkhoz való hozzáférést használja az intézkedés hatékonyságának közvetlen mérésére. Elemzési technikákkal kombinálva az interaktív alkalmazásbiztonsági tesztelés a potenciális sebezhetőségek széles körét azonosíthatja, és megerősítheti az intézkedés hatékonyságát. Az eszközalapú tesztelés valós időben működik, és a rendszerfejlesztési életciklus során folyamatosan használható.","1. A szervezetnek meg kell határoznia a manuális és automatizált alkalmazásbiztonsági tesztelő eszközöket, amelyeket a rendszerfejlesztőnek alkalmaznia kell.
2. A szervezetnek biztosítania kell, hogy a rendszerfejlesztő megértse és képes legyen alkalmazni ezeket az eszközöket az EIR fejlesztése során.
3. A szervezetnek meg kell követelnie a rendszerfejlesztőtől, hogy a tesztelési folyamat során azonosítsa a hibákat és dokumentálja a tesztelési eredményeket.
4. A szervezetnek ellenőriznie kell, hogy a rendszerfejlesztő megfelelően alkalmazza-e a manuális és automatizált alkalmazásbiztonsági tesztelő eszközöket, és hogy a tesztelési eredményeket megfelelően dokumentálja-e.
5. A szervezetnek naplót kell vezetnie a tesztelési folyamatról és az eredményekről, hogy biztosítsa a folyamat átláthatóságát és a hibák azonosításának hatékonyságát.
6. A szervezetnek biztosítania kell, hogy a rendszerfejlesztő javítja a hibákat, amelyeket a manuális és automatizált alkalmazásbiztonsági tesztelő eszközök azonosítottak az EIR fejlesztése során.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-11(9),Nincs meghatározandó paraméter.,Nincs kapcsolódó követelménypont!,SRC-009,16,214,215,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.76,16,"Fejlesztési folyamat, szabványok és eszközök",-,X,X,"A fejlesztési eszközök közé tartoznak például a programozási nyelvek és a számítógéppel támogatott tervezési rendszerek. A fejlesztési folyamatok áttekintése magában foglalhatja például az érettségi modellek használatát az ilyen folyamatok lehetséges hatékonyságának meghatározására. Az eszközök és folyamat változások esetén a sértetlenség fenntartása lehetővé teszi a pontos ellátási lánccal kapcsolatos kockázatértékelést és mérséklést, valamint az életciklus során (beleértve a tervezést, a fejlesztést, a szállítást, az üzembe helyezést és a karbantartást) történő konfigurációs ellenőrzéseket az engedélyezett változtatások nyomon követése és a jogosulatlan változtatások elkerülése érdekében.
.","1. A szervezetnek meg kell követelnie az EIR, rendszerelem vagy rendszerszolgáltatás fejlesztőjétől, hogy kövessen egy dokumentált fejlesztési folyamatot. Ez magában foglalja a fejlesztési eszközök, mint a programozási nyelvek és a számítógéppel segített tervezési rendszerek használatát.
2. A szervezetnek kiemelten kell kezelnie a biztonsági követelményeket. Ez azt jelenti, hogy a fejlesztési folyamat során különös figyelmet kell fordítania a biztonsági szempontokra.
3. A szervezetnek meg kell határoznia a fejlesztés során alkalmazott szabványokat és eszközöket. Ez magában foglalja a fejlesztési eszközök és módszerek kiválasztását és alkalmazását.
4. A szervezetnek dokumentálnia kell a fejlesztés során alkalmazott speciális eszköz konfigurációkat és opciókat. Ez azt jelenti, hogy minden eszköz konfigurációját és beállítását rögzíteni kell, hogy a fejlesztési folyamat reprodukálható legyen.
5. A szervezetnek nyilván kell tartania a változtatásokat, és biztosítania kell ezek jogosulatlan változtatása elleni védelmét. Ez azt jelenti, hogy a változtatásokat naplózni kell, és meg kell akadályozni, hogy illetéktelen személyek módosíthassák őket.
6. A szervezetnek elő kell írnia, hogy a fejlesztő a meghatározott gyakorisággal tekintse át a fejlesztési folyamatot, szabványokat, eszközöket és eszköz opciókat, konfigurációkat. Ez azt jelenti, hogy a fejlesztőnek rendszeresen ellenőriznie kell a fejlesztési folyamatot, hogy biztosítsa a biztonsági követelményeknek való megfelelést.","3.3.3.6. Fejlesztési folyamat, szabványok és eszközök",A.5.8; A.8.25; A.8.30,SA-15,Nincs meghatározandó paraméter.,"10.21. Kellő időben történő karbantartás
16.3.1. A rendszer fejlesztési életciklusa
16.7. Beszerzések
16.16. Biztonságtervezési elvek
16.58. Fejlesztői változáskövetés
16.66. Fejlesztői biztonsági tesztelés
19.4. Ellátási láncra vonatkozó követelmények és folyamatok
19.8. Rendszerelemek és kapcsolódó adatok eredetisége
19.13. Beszerzési stratégiák, eszközök és módszerek
19.16. Beszállítók értékelése és felülvizsgálata",SRC-009,16,216,223,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.77,16,"Fejlesztési folyamat, szabványok és eszközök – Minőség mérőszámai",-,-,-,"Az érintett szervezetek minőségi mérőszámokat használnak az EIR minőségének elfogadható szintjének megállapítására. A mérőszámok közé tartozhatnak a minőségkapuk, amelyek teljesítési kritériumok vagy elégségességi szabványok gyűjteményei, amelyek a rendszerfejlesztési projekt bizonyos fázisainak kielégítő végrehajtását jelzik. Például egy minőségi kapu megkövetelheti az összes fordítóprogram (compiler) általi figyelmeztetés kiküszöbölését, vagy annak megállapítását, hogy az ilyen figyelmeztetések nem befolyásolják a szükséges biztonsági vagy adatvédelmi képességek hatékonyságát. A fejlesztési projektek végrehajtási fázisaiban a minőségkapuk világos, egyértelmű jelzést adnak az előrehaladásról. Más mérőszámok a teljes fejlesztési projektre vonatkoznak. A mérőszámok közé tartozhat a sebezhetőségek súlyossági küszöbértékeinek meghatározása a szervezeti kockázati toleranciával összhangban, például az, hogy a szállított rendszerben ne legyenek ismert sebezhetőségek, és ne legyen a Közös sebezhetőségi pontozási rendszer (CVSS) súlyossága közepes vagy magas.","1. A szervezetnek meg kell követelnie az EIR fejlesztőjétől, hogy a fejlesztési folyamat kezdetén határozzon meg minőségi mérőszámokat. Ezek a mérőszámok lehetnek minőségi kapuk, amelyek a fejlesztési projekt bizonyos fázisainak sikeres végrehajtását jelentik.
2. A szervezetnek meg kell követelnie az EIR fejlesztőjétől, hogy rendszeresen, meghatározott időközönként és a mérföldkövek elérésekor számoljon be a minőségi mutatók teljesítéséről és nyújtson be bizonyítékot erre vonatkozóan. A fejlesztési projekt végrehajtási fázisai során a minőségi kapuk egyértelmű jeleket adnak a haladásról.
3. A szervezetnek meg kell követelnie az EIR fejlesztőjétől, hogy a fejlesztett szolgáltatás átadásakor számoljon be a minőségi mutatók teljesítéséről és nyújtson be bizonyítékot erre vonatkozóan. A mérőszámok közé tartozhat a sérülékenységek súlyossági küszöbértékének meghatározása az érintett szervezet kockázattűrésének megfelelően, például a szállított EIR-ben ne legyenek ismert sérülékenységek, amelyek a Common Vulnerability Scoring System (CVSS) súlyossága szerint közepesek vagy magasak.
4. A szervezetnek dokumentálnia kell a minőségi mérőszámok teljesítését, és bizonyítékot kell tárolnia arra vonatkozóan, hogy ezek a mérőszámok teljesültek.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-15(1),Nincs meghatározandó paraméter.,Nincs kapcsolódó követelménypont!,SRC-009,16,224,228,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.78,16,"Fejlesztési folyamat, szabványok és eszközök – Biztonsági szempontokat nyomonkövető eszközök",-,-,-,"A rendszerfejlesztő csapatok kiválasztják és telepítik a biztonsági szempontokat nyomonkövető eszközöket, beleértve a sebezhetőségi vagy munkaelem-nyomonkövető rendszereket, amelyek megkönnyítik az elkészült munkaelemek vagy a fejlesztési folyamatokhoz kapcsolódó feladatok hozzárendelését, rendezését, szűrését és nyomon követését.","1. A szervezetnek ki kell jelölnie az EIR, rendszerelem vagy rendszerszolgáltatás fejlesztőjét.
2. A szervezetnek meg kell követelnie a fejlesztőtől, hogy válasszon ki és alkalmazzon olyan eszközöket a fejlesztési folyamat során, amelyek alkalmasak a biztonsági szempontok nyomonkövetésére. Ezek az eszközök tartalmazhatnak sebezhetőségi vagy munkaelem-nyomonkövető rendszereket, amelyek lehetővé teszik a fejlesztési folyamatokhoz vagy befejezett munkaelemekhez kapcsolódó feladatok kijelölését, rendezését, szűrését és nyomon követését.
3. A szervezetnek biztosítania kell, hogy a fejlesztők megfelelően használják ezeket az eszközöket, és rendszeresen ellenőriznie kell, hogy a biztonsági szempontokat megfelelően követik-e nyomon.
4. A szervezetnek dokumentálnia kell a fejlesztési folyamat során használt eszközök alkalmazását, és rendszeresen ellenőriznie kell, hogy a fejlesztők megfelelően használják-e ezeket az eszközöket.
5. A szervezetnek értékelnie kell a fejlesztési folyamatot, hogy megbizonyosodjon arról, hogy a biztonsági szempontokat megfelelően követik-e nyomon, és szükség esetén módosításokat kell végrehajtania.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-15(2),Nincs meghatározandó paraméter.,16.66. Fejlesztői biztonsági tesztelés,SRC-009,16,229,230,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.79,16,"Fejlesztési folyamat, szabványok és eszközök – Kritikussági elemzés",-,X,X,"A fejlesztő által végzett kritikussági elemzés hozzájárul bementi információkkal a szervezetek által végzett kritikussági elemzéshez. A fejlesztő hozzájárulása alapvető fontosságú a szervezeti kritikussági elemzéshez, mivel a szervezetek nem feltétlenül férnek hozzá a kereskedelmi forgalomban kapható termékként kifejlesztett rendszerelemek részletes tervdokumentációjához. Az ilyen tervdokumentáció magában foglalja a funkcionális specifikációkat, a magas szintű terveket, az alacsony szintű terveket, a forráskódot és a hardveres vázlatokat. A kritikussági elemzés fontos a nagy értékű eszközként megjelölt szervezeti rendszerek esetében. A magas értékű eszközök mérsékelt vagy magas hatású rendszerekké válhatnak a megnövekedett kiberfenyegetés vagy a potenciálisan káros hatások miatt a szervezetben. A fejlesztők hozzájárulása különösen fontos, amikor a szervezetek ellátási lánc kritikussági elemzéseket végeznek.","1. A szervezetnek először ki kell jelőlnie az EIR, rendszerelem vagy rendszerszolgáltatás fejlesztőjét.
2. A szervezetnek meg kell követelnie a fejlesztőtől, hogy végezzen kritikussági elemzést az EIR-en. Ez az elemzés a rendszerfejlesztési életciklus alatt történik.
3. A szervezetnek döntési pontokat kell meghatároznia a rendszerfejlesztési életciklus során, ahol a kritikussági elemzést el kell végezni. Ezek a döntési pontok a szervezet által meghatározottak.
4. A kritikussági elemzésnek meg kell felelnie a szervezet által meghatározott szigorúságnak. Ez azt jelenti, hogy az elemzésnek alaposnak és részletesnek kell lennie.
5. A szervezetnek dokumentálnia kell a kritikussági elemzést, beleértve a fejlesztő által végzett munkát és az elemzés eredményeit.
6. A szervezetnek felül kell vizsgálnia és értékelnie kell a kritikussági elemzést, hogy biztosítsa, hogy az EIR megfelel az érintett szervezet kiberbiztonsági követelményeinek.",Nincs vonatkozó referencia.,Nincs vonatkozó referencia.,SA-15(3),Nincs meghatározandó paraméter.,15.21. Rendszerelemek kritikusságának elemzése,SRC-009,16,231,234,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
16.80,16,"Fejlesztési folyamat, szabványok és eszközök – Támadási felület csökkentése",-,-,-,"A támadási felület csökkentése szorosan összefügg a fenyegetés- és sebezhetőség-elemzésekkel, valamint az rendszerarchitektúrájával és tervezésével. A támadási felület csökkentése egy olyan eszköz, amely az érintett szervezetek számára kockázatcsökkentést jelent, mivel kevesebb lehetőséget biztosít a támadóknak a gyengeségek vagy hiányosságok kihasználására az EIR-ben, rendszerelemekben és rendszerszolgáltatásokban. A támadási felület csökkentése magában foglalja a többszintű védelem koncepciójának megvalósítását, a legkisebb jogosultság és a legkisebb funkcionalitás elvének alkalmazását, a biztonságos szoftverfejlesztési gyakorlatok alkalmazását, a nem biztonságos funkciók megszüntetését, a jogosultsággal nem rendelkező felhasználók számára elérhető belépési pontok csökkentését, a végrehajtott kód mennyiségének csökkentését és a támadásokkal szemben sebezhető alkalmazásprogramozási interfészek (API-k) megszüntetését.","1. A szervezetnek meg kell határoznia az EIR támadási felületeit. Ez magában foglalja a fenyegetések és sebezhetőségek elemzését, valamint az rendszer architektúrájának és tervezésének vizsgálatát.
2. A szervezetnek meg kell követelnie az EIR fejlesztőjétől, hogy csökkentse az EIR támadási felületeit. Ez magában foglalhatja a többszintű védelmi rendszerek bevezetését, a legkisebb jogosultság és a legkisebb funkcionalitás elveinek alkalmazását, a biztonságos szoftverfejlesztési gyakorlatok alkalmazását, a nem biztonságos funkciók megszüntetését.
3. A szervezetnek továbbá csökkentenie kell azoknak a hozzáférési pontoknak a számát, amelyek a jogosulatlan felhasználók számára elérhetők, csökkentenie kell a végrehajtott kód mennyiségét, és meg kell szüntetnie azokat az alkalmazásprogramozási interfészeket, amelyek támadásokkal szemben sebezhetők.
4. A szervezetnek dokumentálnia kell az EIR támadási felületének csökkentésére irányuló összes intézkedést. Ez lehetővé teszi az érintett szervezet számára, hogy nyomon kövesse a fejlesztő által végrehajtott változtatásokat, és ellenőrizze, hogy azok megfelelnek-e a követelményeknek.
5. A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a támadási felület csökkentésére irányuló stratégiáját, hogy biztosítsa az EIR védelmét a legújabb fenyegetésekkel szemben.",Nincs vonatkozó referencia.,A.8.28,SA-15(5),A követelményponthoz kapcsolódó szervezeti feladat a küszöbértékek meghatározása,"2.60. Legkisebb jogosultság elve
6.26. Legszűkebb funkcionalitás
15.4. Kockázatértékelés
16.66. Fejlesztői biztonsági tesztelés",SRC-009,16,235,236,unverified_internal,PROPOSED,,,G1 szakmai és forráseredet-review előtt referenciajavaslat; nem auditbizonyíték és nem zár le akciót.
